sample_id,predicted_label,detection_confidence,repair_action,original_comment,repaired_comment,repair_status,reason_short,route_to,model_source
1445,Not a smell,0.95,No Change,Request.body can be identical since it's an immutable object (str),,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1446,Not a smell,0.95,No Change,Empty attributes (which may fail if not compared properly),,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1447,Nonlocal info,0.95,Move,Note: more curated tests regarding curl conversion are in  `test_utils_curl.py`,,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
1448,Not a smell,0.95,No Change,By default: it works and ignores the unknown options: --foo and -z,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1449,Not a smell,0.95,No Change,If `ignore_unknon_options` is set to `False` it raises an error with  the unknown options: --foo and -z,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1450,Not a smell,0.9,No Change,using default encoding (utf-8),,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1451,Not a smell,0.95,No Change,using multiples values for a single key,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1452,Vague,0.7,Rewrite,xpath in _get_inputs(),The XPath in _get_inputs() excludes image inputs.The XPath in _get_clickable() selects only the first submit input.,repaired,"Original comments merely referenced a function name without explaining the logic, making them vague. Repaired comments clarify why each assertion holds.",evaluation,deepseek-v3
1453,Not a smell,0.9,No Change,xpath in _get_clickable(),,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1454,Obvious,0.9,Remove,empty data,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1455,Obvious,0.95,Remove,data is not passed,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1456,Obvious,0.9,Remove,method passed explicitly,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1457,Not a smell,0.95,No Change,"key is not weak-referenceable, skip caching",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1458,Not a smell,0.95,No Change,key is either not weak-referenceable or not cached,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1459,Not a smell,0.9,No Change,no credentials leak,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1460,Not a smell,0.95,No Change,no referrer leak for local schemes,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1461,Not a smell,0.95,No Change,no referrer leak for s3 origins,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1462,Not a smell,0.95,No Change,TLS to TLS: send non-empty referrer,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1463,Not a smell,0.95,No Change,TLS to non-TLS: do not send referrer,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1464,Not a smell,0.95,No Change,non-TLS to TLS or non-TLS: send referrer,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1465,Not a smell,0.95,No Change,test for user/password stripping,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1466,Not a smell,0.95,No Change,"Same origin (protocol, host, port): send referrer",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1467,Not a smell,0.95,No Change,Different host: do NOT send referrer,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1468,Not a smell,0.95,No Change,Different port: do NOT send referrer,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1469,Not a smell,0.765,No Change,Different protocols: do NOT send refferer,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1470,Not a smell,0.95,No Change,"TLS or non-TLS to TLS or non-TLS: referrer origin is sent (yes, even for downgrades)",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1471,Not a smell,0.95,No Change,TLS or non-TLS to TLS or non-TLS: referrer origin is sent but not for downgrades,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1472,Not a smell,0.95,No Change,downgrade: send nothing,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1473,Not a smell,0.95,No Change,upgrade: send origin,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1474,Not a smell,0.95,No Change,Different host: send origin as referrer,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1475,Not a smell,0.95,No Change,exact match required,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1476,Not a smell,0.8075,No Change,Different port: send origin as referrer,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1477,Not a smell,0.95,No Change,Different protocols: send origin as referrer,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1478,Not a smell,0.9,No Change,TLS to non-TLS downgrade: send origin,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1479,Not a smell,0.95,No Change,downgrade,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1480,Not a smell,0.95,No Change,non-TLS to non-TLS,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1481,Beautification,0.9,Remove,upgrade,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1482,Not a smell,0.95,No Change,TLS to non-TLS downgrade: send nothing,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1483,Not a smell,0.95,No Change,TLS to TLS: send referrer,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1484,Not a smell,0.782,No Change,"TLS to non-TLS: send referrer (yes, it's unsafe)",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1485,Not a smell,0.8075,No Change,"non-TLS to TLS or non-TLS: send referrer (yes, it's unsafe)",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1486,Not a smell,0.8075,No Change,--- Tests using settings to set policy using class path,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1487,Not a smell,0.8075,No Change,--- Tests using Request meta dict to set policy,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1488,Not a smell,0.95,No Change,"When an unknown policy is referenced in Request.meta  (here, a typo error),  the policy defined in settings takes precedence",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1489,Not a smell,0.95,No Change,same as above but with string value for settings policy,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1490,Not a smell,0.95,No Change,"request meta references a wrong policy but it is set,  so the Referrer-Policy header in response is not used,  and the settings' policy is applied",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1491,Not a smell,0.95,No Change,"here, request meta does not set the policy  so response headers take precedence",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1492,Not a smell,0.95,No Change,"here, request meta does not set the policy,  but response headers also use an unknown policy,  so the settings' policy is used",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1493,Not a smell,0.675,No Change,parent,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1494,Not a smell,0.6375,No Change,target,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1495,Not a smell,0.95,No Change,"redirections: code, URL",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1496,Not a smell,0.95,No Change,expected initial referer,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1497,Not a smell,0.95,No Change,expected referer for the redirection request,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1498,Not a smell,0.95,No Change,redirecting to non-secure URL,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1499,Not a smell,0.98,No Change,redirecting to non-secure URL: different origin,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1500,Not a smell,0.95,No Change,"expected initial ""Referer""",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1501,Not a smell,0.95,No Change,"expected ""Referer"" for the redirection request",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1502,Not a smell,0.95,No Change,different origin,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1503,Not a smell,0.95,No Change,origin,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1504,Not a smell,0.95,No Change,redirecting from secure to non-secure URL == different origin,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1505,Not a smell,0.95,No Change,different domain == different origin,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1506,Not a smell,0.95,No Change,send origin,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1507,Not a smell,0.95,No Change,redirects to same origin: send origin,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1508,Not a smell,0.95,No Change,redirecting to non-secure URL: no referrer,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1509,Not a smell,0.95,No Change,redirecting to non-secure URL (different domain): no referrer,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1510,Not a smell,0.95,No Change,"HTTPS all along, so origin referrer is kept as-is",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1511,Not a smell,0.95,No Change,TLS to non-TLS: no referrer,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1512,Not a smell,0.95,No Change,TLS URL again: (still) no referrer,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1513,Not a smell,0.7125,No Change,target + redirection,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1514,Not a smell,0.95,No Change,redirecting to non-secure URL: send origin,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1515,Not a smell,0.95,No Change,redirecting to non-secure URL (different domain): send origin,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1516,Not a smell,0.95,No Change,all different domains: send origin,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1517,Not a smell,0.95,No Change,TLS to non-TLS: send origin,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1518,Not a smell,0.95,No Change,TLS URL again: send origin (also),,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1519,Not a smell,0.95,No Change,"redirecting to non-secure URL: do not send the ""Referer"" header",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1520,Not a smell,0.95,No Change,"TLS to non-TLS: do not send ""Referer""",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1521,Not a smell,0.95,No Change,TLS URL again: (still) send nothing,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
