sample_id,predicted_label,detection_confidence,repair_action,original_comment,repaired_comment,repair_status,reason_short,route_to,model_source
1171,Not a smell,0.95,No Change,": Trust environment settings for proxy configuration, default : authentication and similar.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1172,Not a smell,0.8075,No Change,": A CookieJar containing all currently outstanding cookies set on this : session. By default it is a : :class:`RequestsCookieJar <requests.cookies.RequestsCookieJar>`, but : may be any other ``cookielib.CookieJar`` compatible object.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1173,Obvious,0.95,Remove,Default connection adapters.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1174,Obvious,0.9,Remove,Bootstrap CookieJar.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1175,Not a smell,0.95,No Change,Merge with session cookies,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1176,Not a smell,0.7125,No Change,Set environment's basic authentication if not explicitly set.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1177,Obvious,0.95,Remove,Create the Request.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1178,Vague,0.54,Rewrite,Send the request.,"Send the prepped request with configured timeout, redirect, and additional settings.",repaired,Original was too vague; rewrote to mention key parameters and 'prepped' from context.,evaluation,deepseek-v3
1179,Not a smell,0.95,No Change,Set defaults that the hooks can utilize to ensure they always have  the correct parameters to reproduce the previous request.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1180,Not a smell,0.95,No Change,It's possible that users might accidentally send a Request object.  Guard against that specific failure case.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1181,Not a smell,0.6,No Change,Set up variables needed for resolve_redirects and dispatching of hooks,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1182,Obvious,0.95,Remove,Get the appropriate adapter to use,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1183,Obvious,0.95,Remove,Start time (approximately) of the request,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1184,Obvious,0.95,Remove,Send the request,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1185,Obvious,0.95,Remove,Total elapsed time of the request (approximately),,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1186,Not a smell,0.6375,No Change,Response manipulation hooks,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1187,Obvious,0.9,Remove,Persist cookies,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1188,Not a smell,0.95,No Change,If the hooks create history then we want those cookies too,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1189,Obvious,0.95,Remove,Resolve redirects if allowed.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1190,Obvious,0.85,Rewrite,Redirect resolving generator.,Generator for redirect responses.,repaired,Original comment 'Redirect resolving generator.' restates what the code does without added value; rewritten to be more precise about generating redirect responses.,evaluation,deepseek-v3
1191,Obvious,0.4875,Rewrite,Shuffle things around if there's history.,# Move current request to front and pop last request from history,repaired,Rewrote vague 'shuffle' to describe actual operations.,evaluation,deepseek-v3
1192,Obvious,0.95,Rewrite,Insert the first (original) request at the start,Preserve original order by inserting at front of history.,repaired,Rewrote obvious comment to explain purpose rather than just restating code.,evaluation,deepseek-v3
1193,Obvious,0.95,Remove,Get the last request made,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1194,Not a smell,0.95,No Change,"If redirects aren't being followed, store the response on the Request for Response.next().",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1195,Vague,0.85,Rewrite,Gather clues from the surrounding environment.,Collect proxy and SSL settings from environment variables.,repaired,Original 'clues' is vague; replaced with specific items from environment.,evaluation,deepseek-v3
1196,Obvious,0.95,Remove,Set environment's proxies.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1197,Nonlocal info,0.5419,Move,Look for requests environment configuration and be compatible  with cURL.,,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
1198,Obvious,0.85,Rewrite,Merge all the kwargs.,Merge environment settings with request defaults.,repaired,The original comment is obvious and vague; rewrite to clarify that it merges environment and request settings.,evaluation,deepseek-v3
1199,Obvious,0.8,Rewrite,Nothing matches :-/,# No matching adapter found.,repaired,Comment restates obvious code behavior; replaced with clearer comment.,evaluation,deepseek-v3
1200,Vague,0.7,Rewrite,Complete Guess,Fallback guess using platform.python_version(),repaired,Original comment 'Complete Guess' is vague; clarified that it's a fallback guess using platform.python_version().,evaluation,deepseek-v3
1201,Task,0.9,Remove,TODO: response is the only one,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1202,Not a smell,0.95,No Change,Only return the response's URL if the user hadn't set the Host  header,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1203,Not a smell,0.95,No Change,"If they did set it, retrieve it and reconstruct the expected domain",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1204,Obvious,0.675,Rewrite,Reconstruct the URL as we expect it,Reconstruct URL using custom Host header,repaired,Original comment merely restated obvious code; rewrite clarifies purpose.,evaluation,deepseek-v3
1205,Not a smell,0.8075,No Change,"the _original_response field is the wrapped httplib.HTTPResponse object,",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1206,Not a smell,0.95,No Change,pull out the HTTPMessage with the headers and put it in the mock:,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1207,Not a smell,0.95,No Change,support client code that unsets cookies by assignment of a None value:,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1208,Obvious,0.95,Remove,there is only one domain in jar,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1209,Not a smell,0.95,No Change,if there are multiple cookies that meet passed in criteria,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1210,Not a smell,0.95,No Change,we will eventually return this as long as no cookie conflict,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1211,Not a smell,0.95,No Change,remove the unpickleable RLock object,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1212,Obvious,0.9,Remove,We're dealing with an instance of RequestsCookieJar,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1213,Not a smell,0.95,No Change,We're dealing with a generic CookieJar instance,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1214,Beautification,0.95,Remove,__   /__)  _  _     _   _ _/   _  / (   (- (/ (/ (- _)  /  _)           /,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1215,Not a smell,0.95,No Change,Verify urllib3 isn't installed from git.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1216,Not a smell,0.8075,No Change,"Sometimes, urllib3 only reports its version as 16.1.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1217,Obvious,0.95,Rewrite,Check urllib3 for compatibility.,"Validate urllib3 version range (>=1.21, <=1.26).",repaired,Original comment merely restates obvious action; repaired comment specifies version range being validated.,evaluation,deepseek-v3
1218,Irrelevant,0.95,Remove,noqa: F811,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1219,Not a smell,0.95,No Change,"urllib3 >= 1.21.1, <= 1.26",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1220,Obvious,0.9,Rewrite,Check charset_normalizer for compatibility.,Check chardet or charset_normalizer for compatibility.,repaired,Original comment only mentions charset_normalizer but code checks both chardet and charset_normalizer.,evaluation,deepseek-v3
1221,Obvious,0.95,Remove,"chardet_version >= 3.0.2, < 5.0.0",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1222,Not a smell,0.6,No Change,charset_normalizer >= 2.0.0 < 3.0.0,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1223,Obvious,0.95,Remove,cryptography < 1.3.4,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1224,Not a smell,0.95,No Change,Check imported dependencies for compatibility.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1225,Not a smell,0.833,No Change,Attempt to enable urllib3's fallback for SNI support  if the standard library doesn't support SNI or the  'ssl' library isn't available.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1226,Obvious,0.95,Remove,Check cryptography version,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1227,Not a smell,0.95,No Change,urllib3's DependencyWarnings should be silenced.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1228,Not a smell,0.95,No Change,"Set default logging handler to avoid ""No handler found"" warnings.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1229,Obvious,0.8,Rewrite,FileModeWarnings go off per the default.,Set the warning filter for FileModeWarning to the default behavior.,repaired,Rewrote vague phrasing to clearly describe the code action.,evaluation,deepseek-v3
1230,Not a smell,0.95,No Change,This is testing that the 'no_proxy' argument overrides the  environment variable 'no_proxy',,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1231,Not a smell,0.95,No Change,HTML5 meta charset attribute,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1232,Not a smell,0.95,No Change,HTML4 pragma directive,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1233,Not a smell,0.95,No Change,XHTML 1.x served with text/html MIME type,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1234,Not a smell,0.95,No Change,XHTML 1.x served as XML,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1235,Not a smell,0.95,No Change,Ensure requoting doesn't break expectations,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1236,Not a smell,0.95,No Change,Ensure we handle unquoted percent signs in redirects,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1237,Vague,0.75,Rewrite,Illegal bytes,# URI with invalid percent-encoding (illegal bytes),repaired,Clarified vague 'Illegal bytes' by specifying invalid percent-encoding.,evaluation,deepseek-v3
1238,Vague,0.675,Rewrite,Reserved characters,Decode percent-encoded reserved characters,repaired,Original comment is too vague; specify that it's about decoding percent-encoded reserved characters.,evaluation,deepseek-v3
1239,Task,0.8,Remove,XXX: unsure whether this is reasonable behavior,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1240,Obvious,0.95,Remove,Reads all content at once,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
